1;La liste de tous les déguisements avec tous leurs attributs.;SELECT * FROM deguisement;100;False
1;La liste de toutes les personnes, avec tous leurs attributs.;SELECT * FROM personne;500;False
1;La liste de toutes les soirées, avec tous leurs attributs.;SELECT * FROM soiree;100;False
2;La liste des villes où il y a une soirée, sans doublons.;SELECT DISTINCT lieu FROM soiree;31;False
2;La liste des magasins de déguisements, sans doublons.;SELECT DISTINCT nommag FROM vendre;10;False
2;La liste des avatars représentés en soirée, sans doublons.;SELECT DISTINCT avatar FROM participe;54;False
3;La liste des modèles de déguisements qui sont disponibles en taille XS.;SELECT DISTINCT modele FROM vendre WHERE taille = 'XS';17;False
3;La liste des magasins qui vendent le costume ang82.;SELECT DISTINCT nommag FROM vendre WHERE modele = 'ang82';2;False
3;L'avatar représenté par le costume kyl18.;SELECT avatar FROM deguisement WHERE modele = 'kyl18';1;False
4;La liste des modèles de déguisements que l'on peut acheter pour moins de 24 euros.;SELECT DISTINCT modele FROM vendre WHERE prix < 24;16;False
4;La liste des soirées qui peuvent accueillir au moins 70 personnes.;SELECT * FROM soiree WHERE nbmax >= 70;57;False
4;La liste des personnes qui mesurent moins de 1m50.;SELECT * FROM personne WHERE taille < 150;12;False
5;La personne la plus jeune inscrite dans la base de données.;SELECT * FROM personne ORDER BY age LIMIT 1;1;True
5;La personne la plus âgée inscrite dans la base de données.;SELECT * FROM personne ORDER BY age DESC LIMIT 1;1;True
5;La personne la plus petite (en taille) inscrite dans la base de données.;SELECT * FROM personne ORDER BY taille LIMIT 1;1;True
5;La personne la plus grande (en taille) inscrite dans la base de données.;SELECT * FROM personne ORDER BY taille DESC LIMIT 1;1;True
6;La liste des personnes (surnom, nom, prenom, age) d'au moins 25 ans qui ont participé à une soirée déguisées en Daenerys.;SELECT DISTINCT surnom, nom, prenom, age FROM personne NATURAL JOIN participe WHERE avatar = 'Daenerys' AND age >= 25;5;False
6;La liste des magasins (nommag) qui vendent un costume de Anna en taille XS.;SELECT DISTINCT nommag FROM vendre NATURAL JOIN deguisement WHERE avatar = 'Anna' AND taille = 'XS';1;False
6;La liste des personnes (surnom) qui sont allées à une soirée à Paris en étant déguisées en Jon Snow.;SELECT DISTINCT surnom FROM participe NATURAL JOIN soiree WHERE lieu = 'Paris' AND avatar = 'Jon Snow';2;False
7;Les personnes (surnom, nom, prenom) qui ont organisé au moins une soirée à Marseille.;SELECT DISTINCT surnom, nom, prenom FROM personne JOIN soiree ON surnom = organisateur WHERE lieu = 'Marseille';4;False
7;Les personnes (surnom) qui participent à une soirée qu'elles ont elles-mêmes organisée.;SELECT DISTINCT surnom FROM soiree NATURAL JOIN participe WHERE organisateur = surnom;11;False
7;Les personnes (surnom, prenom, nom) qui sont allées à une soirée (idS) déguisées en un personnage portant leur prénom.;SELECT surnom, prenom, nom, idS FROM participe NATURAL JOIN personne WHERE prenom = avatar;5;False
8;Les personnes (surnom, nom, prenom) qui sont allées à une soirée sans porter de déguisement.;SELECT DISTINCT surnom, nom, prenom FROM personne NATURAL JOIN participe WHERE avatar IS NULL;167;False
8;Les soirées (idS, lieu, date) où au moins une personne ne porte pas de déguisement.;SELECT DISTINCT ids, lieu, date FROM soiree NATURAL JOIN participe WHERE avatar IS NULL;80;False
9;Les personnes (surnom, nom, prenom) qui se sont déguisées au moins une fois en Elsa et au moins une fois en Anna.;SELECT surnom, nom, prenom FROM participe NATURAL JOIN personne WHERE avatar = 'Elsa' INTERSECT SELECT surnom, nom, prenom FROM participe NATURAL JOIN personne WHERE avatar = 'Anna';18;False
9;Les personnes (surnom, nom, prenom) qui ont participé à la fois à une soirée à Marseille et à une soirée à Reims.;SELECT surnom, nom, prenom FROM personne NATURAL JOIN soiree NATURAL JOIN participe WHERE lieu = 'Marseille' INTERSECT SELECT surnom, nom, prenom FROM personne NATURAL JOIN soiree NATURAL JOIN participe WHERE lieu = 'Reims';90;False
9;Les déguisements (modele, avatar) qui sont vendus à la fois en taille XS et XL.;SELECT modele, avatar FROM vendre NATURAL JOIN deguisement WHERE taille = 'XS' INTERSECT SELECT modele, avatar FROM vendre NATURAL JOIN deguisement WHERE taille = 'XL';9;False
10;Les soirées (ids, lieu, date) dans lesquelles tout le monde porte un déguisement.;SELECT ids, lieu, date FROM soiree EXCEPT SELECT ids, lieu, date FROM soiree NATURAL JOIN participe WHERE avatar IS NULL;20;False
10;Les costumes (modele, avatar) que l'on ne trouve pas en taille XL.;SELECT modele, avatar FROM deguisement EXCEPT SELECT modele, avatar FROM deguisement NATURAL JOIN vendre WHERE taille = 'XL';57;False
10;Les soirées (ids, lieu, date) dans lesquelles personne n'est déguisé en Rey.;SELECT ids, lieu, date FROM soiree EXCEPT SELECT ids, lieu, date FROM soiree NATURAL JOIN participe WHERE avatar='Rey';56;False
10;Les magasins (nommag) qui ne vendent pas de costume de Anna.;SELECT nommag FROM vendre EXCEPT SELECT nommag FROM vendre NATURAL JOIN deguisement WHERE avatar = 'Anna';4;False
11;Le prix le plus bas d'un costume de vampire.;SELECT min(prix) FROM vendre NATURAL JOIN deguisement WHERE avatar = 'vampire';1;False
11;Le prix le plus haut d'un costume de Batgirl.;SELECT max(prix) FROM vendre NATURAL JOIN deguisement WHERE avatar = 'Batgirl';1;False
11;Le nombre de personnes qui se sont déguisées au moins une fois en Batman.;SELECT count(distinct surnom) FROM participe WHERE avatar = 'Batman';1;False
11;Le prix d'entrée moyen des soirées organisées à Tours.;SELECT avg(entree) FROM soiree WHERE lieu = 'Tours';1;False
12;La liste des villes où ont été organisées des soirées, avec pour chacune le nombre de soirées qui y ont eu lieu, triée par nombre de soirées décroissant.;SELECT lieu, count(*) FROM soiree GROUP BY lieu ORDER BY count(*) DESC;31;True
12;Le nombre de participants de chaque âge. La liste devra être ordonnée par âges croissants.;SELECT age, count(*) FROM personne GROUP BY age ORDER BY age;18;True
12;Le nombre de participants de chaque taille. La liste devra être ordonnée par tailles croissantes.;SELECT taille, count(*) FROM personne GROUP BY taille ORDER BY taille;42;True
13;La liste des personnes (surnom, prenom) qui sont allées à au moins vingt soirées, triée par nombre de soirées décroissant.;SELECT surnom, prenom, count(*) FROM participe NATURAL JOIN personne GROUP BY surnom, prenom HAVING count(*) >= 20 ORDER BY count(*) DESC;6;True
13;La liste des soirées (ids, lieu, date) qui ont eu au moins 100 participants, triée par nombre de participants décroissant.;SELECT ids, lieu, date, count(*) FROM participe NATURAL JOIN soiree GROUP BY ids, lieu, date HAVING count(*) >= 100 ORDER BY count(*) DESC;15;True
13;Les soirées (ids, lieu, date) qui ont rempli au moins 90% des places disponibles.;SELECT ids, lieu, date FROM soiree NATURAL JOIN participe GROUP BY ids, lieu, date HAVING count(*) >= 0.9*nbmax;ignes;False
14;La liste de toutes les soirées (ids, lieu, date) avec pour chacune la recette totale des entrées, triée par recette décroissante.;SELECT ids, lieu, date, sum(entree) FROM participe NATURAL JOIN soiree GROUP BY ids, lieu, date ORDER BY sum(entree) DESC;100;True
14;La liste de toutes les personnes (surnom, nom, prenom) avec pour chacune la somme dépensée en entrées à des soirées, triée par somme décroissante.;SELECT surnom, nom, prenom, sum(entree) FROM participe NATURAL JOIN personne NATURAL JOIN soiree GROUP BY surnom, nom, prenom ORDER BY sum(entree) DESC;500;True
15;La liste des avatars disponibles dans le commerce avec pour chacun le nom du magasin le moins cher pour l'acheter (quel que soit le modèle ou la taille).;SELECT avatar, nommag FROM vendre v1 NATURAL JOIN deguisement d1 WHERE prix = (SELECT min(prix) FROM vendre NATURAL JOIN deguisement WHERE avatar = d1.avatar);41;False
15;La liste des villes avec pour chacune le surnom de l'organisateur et la date de la dernière soirée qui y a eu lieu.;SELECT lieu, date, organisateur FROM soiree s1 WHERE date = (SELECT max(date) FROM soiree WHERE lieu = s1.lieu);31;False
16;La liste des soirées (ids, lieu, date), avec pour chacune le nombre total de participants, triée par nombre de participants décroissant.;SELECT ids, lieu, date, count(*) AS nbpart FROM participe NATURAL JOIN soiree GROUP BY idS, lieu;100;False
17;La liste des organisateurs de soirées (surnom), avec pour chacun le nombre de participants à sa soirée la plus fréquentée.;SELECT organisateur, max(nbpart) FROM ( SELECT organisateur, count(*) AS nbpart FROM soiree NATURAL JOIN participe GROUP BY ids, organisateur) AS tabsoipart GROUP BY organisateur;30;False
17;La liste des participants (surnom), avec pour chacun la fréquentation moyenne des soirées auxquelles il participe.;SELECT surnom, avg(nbpart) FROM participe NATURAL JOIN ( SELECT ids, count(*) AS nbpart FROM soiree NATURAL JOIN participe GROUP BY ids) AS tabsoipart GROUP BY surnom;500;False
18;La liste des participants (surnom, nom, prenom) qui vont uniquement à des soirées de forte affluence (au moins 70 participants).;SELECT surnom, nom, prenom FROM personne EXCEPT SELECT surnom, nom, prenom FROM personne NATURAL JOIN participe NATURAL JOIN ( SELECT ids, count(*) AS nbpart FROM soiree NATURAL JOIN participe GROUP BY ids) AS tabsoipart WHERE nbpart < 70;1;False
18;La liste des villes où sont uniquement organisées des soirées de faible affluence (au plus 30 participants).;SELECT lieu FROM soiree EXCEPT SELECT lieu FROM ( SELECT ids, lieu, count(*) AS nbpart FROM soiree NATURAL JOIN participe GROUP BY ids, lieu) AS tabsoipart WHERE nbpart > 30;2;False
